scenario_id,scenario_type,forecast_origin,horizon,rul_lead_horizon,model_family,model_name,capacity_mae,capacity_rmse,capacity_smape,soh_mae,soh_rmse,soh_smape,n
pre_03_o403_h10,pre_eol_rolling,403,10,,deep_learning,NHITS,0.0011153546680688464,0.001172749013999369,0.11310898995365629,0.0009814616258548737,0.0010319660525493766,0.11310898995365812,10
pre_03_o403_h10,pre_eol_rolling,403,10,,deep_learning,PatchTST,0.0011447461734533705,0.0012418984946516048,0.11624628891221175,0.0010073248203048778,0.001092814465750021,0.11624628891221021,10
pre_03_o403_h20,pre_eol_rolling,403,20,,deep_learning,NHITS,0.008341765287439351,0.01180241743225029,0.845142684332403,0.007340375896471773,0.01038559315139664,0.8451426843324025,20
pre_03_o403_h20,pre_eol_rolling,403,20,,deep_learning,PatchTST,0.007024454125816782,0.009724926221204374,0.7107273530974301,0.00618120169703853,0.008557494914965142,0.7107273530974296,20
pre_03_o403_h30,pre_eol_rolling,403,30,,deep_learning,NHITS,0.009477198918329677,0.012184727537980241,0.960760750240628,0.008339506100815996,0.010722008740708817,0.9607607502406279,30
pre_03_o403_h30,pre_eol_rolling,403,30,,deep_learning,PatchTST,0.007886900774960636,0.010156498442626914,0.7982984105459447,0.006940115713104278,0.008937258936435141,0.7982984105459449,30
pre_04_o515_h10,pre_eol_rolling,515,10,,deep_learning,NHITS,0.026468904906443037,0.056525809300029595,3.024481382942385,0.02329143830908472,0.04974015377048146,3.024481382942385,10
pre_04_o515_h10,pre_eol_rolling,515,10,,deep_learning,PatchTST,0.027208730667355418,0.057319334296955654,3.10325826033687,0.02394245149344839,0.0504384198520571,3.103258260336871,10
pre_04_o515_h20,pre_eol_rolling,515,20,,deep_learning,NHITS,0.016236912057315235,0.041016262814912656,1.8356918637374426,0.014287747711879666,0.03609245484085741,1.8356918637374438,20
pre_04_o515_h20,pre_eol_rolling,515,20,,deep_learning,PatchTST,0.01824943067488376,0.04129798418878509,2.051548171366809,0.016058673006774344,0.036340356898879565,2.0515481713668104,20
pre_04_o515_h30,pre_eol_rolling,515,30,,deep_learning,NHITS,0.013635752511399346,0.03400730078275947,1.5289221925518541,0.011998845042504813,0.029924885485055484,1.528922192551855,30
pre_04_o515_h30,pre_eol_rolling,515,30,,deep_learning,PatchTST,0.018334011241166483,0.03546988990094234,2.034053775038338,0.01613310007690379,0.03121189771083907,2.034053775038339,30
