scenario_id,scenario_type,target_name,target_col,model_name,forecast_origin,horizon,target_mae,target_rmse,target_smape,raw_capacity_mae,raw_capacity_rmse,raw_capacity_smape,includes_eol,true_eol_cycle,true_rul
eol_o516_lead30_h34,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,RidgeRegression,516,34,0.018338363172346883,0.021452867700689222,0.019684177614591392,0.02432714926825721,0.03287418697737655,0.026411612239202017,True,546,30
eol_o516_lead30_h34,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,RandomForestRegressor,516,34,0.009025430864647563,0.012420995899421675,0.009765525631280626,0.014821338921827229,0.026489471412668858,0.016287679215091527,True,546,30
eol_o526_lead20_h24,eol_crossing,capacity_raw,capacity_raw,Persistence,526,24,0.012299803200727757,0.014377960853566364,0.01335524937655823,0.012299803200727757,0.014377960853566364,0.01335524937655823,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_raw,capacity_raw,MovingAverage,526,24,0.008408328566807158,0.01022310704974097,0.009154240400871618,0.008408328566807158,0.01022310704974097,0.009154240400871618,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_raw,capacity_raw,RidgeRegression,526,24,0.020191421833261284,0.022378026124414283,0.02180477325720544,0.020191421833261284,0.022378026124414283,0.02180477325720544,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_raw,capacity_raw,RandomForestRegressor,526,24,0.0066609762051817135,0.008579079188900591,0.007267067389463917,0.0066609762051817135,0.008579079188900591,0.007267067389463917,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,Persistence,526,24,0.00621798642466941,0.007954783684168295,0.006750023644057301,0.010071413079086258,0.012159684084163196,0.010953143983383961,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,MovingAverage,526,24,0.006050472972521703,0.007283964213152688,0.006574601867139657,0.007667450647412292,0.009229611184362585,0.008350379649096325,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,RidgeRegression,526,24,0.015609872826772633,0.017788732459896383,0.01682556352312738,0.01917945578365535,0.021774618048680704,0.020723823887220442,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,RandomForestRegressor,526,24,0.005508984172529582,0.006278226835484304,0.005984527736445962,0.00795493754952277,0.009662090647571089,0.008662479466012687,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,Persistence,526,24,0.014518883070693323,0.016786995253941256,0.015690519777548952,0.017058180006619645,0.019318975754963,0.01845946892589893,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,MovingAverage,526,24,0.01643443145340745,0.018468778552793608,0.01773686073129514,0.018926768966476142,0.021025312886656506,0.02045553743478792,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,RidgeRegression,526,24,0.020342097688814415,0.022304724948122984,0.021897887295040497,0.022834435201883108,0.02485153813612537,0.024616418878818814,True,546,20
eol_o526_lead20_h24,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,RandomForestRegressor,526,24,0.012602804026593894,0.014893188379209834,0.01363915808838768,0.015214649134354918,0.01741970570715282,0.01648577246250526,True,546,20
eol_o536_lead10_h14,eol_crossing,capacity_raw,capacity_raw,Persistence,536,14,0.014033452313109405,0.015376761901766001,0.015289793448377834,0.014033452313109405,0.015376761901766001,0.015289793448377834,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_raw,capacity_raw,MovingAverage,536,14,0.013846631411198749,0.015179253482696315,0.015088092541305715,0.013846631411198749,0.015179253482696315,0.015088092541305715,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_raw,capacity_raw,RidgeRegression,536,14,0.021212882338511256,0.022507880393222556,0.023008357259497535,0.021212882338511256,0.022507880393222556,0.023008357259497535,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_raw,capacity_raw,RandomForestRegressor,536,14,0.005478773224567667,0.00713956651794855,0.00599463206271598,0.005478773224567667,0.00713956651794855,0.00599463206271598,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,Persistence,536,14,0.007755582346390296,0.008844920371138815,0.00843542126759981,0.01248247280357909,0.013755788366109589,0.01361382789193261,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,MovingAverage,536,14,0.009911474085009944,0.01083356047585556,0.010764558668410822,0.014388388100943101,0.015753488302945894,0.01567286746063627,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,RidgeRegression,536,14,0.01690649237391603,0.017860412909651624,0.018283044369526345,0.021362678397884725,0.022669782948493276,0.023168593648357792,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_ewm_span_9,capacity_ewm_span_9,RandomForestRegressor,536,14,0.007735832808938303,0.008835888880334097,0.008414056319625543,0.012462723266127098,0.013737386809470247,0.013592463683672073,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,Persistence,536,14,0.007787005467567213,0.008936926477937788,0.00848948345938616,0.01070982118653317,0.01196948147098845,0.01169427301750349,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,MovingAverage,536,14,0.01422363688993549,0.014884322191382367,0.015443209379213207,0.016512630131201998,0.017731601466133767,0.017962327729525142,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,RidgeRegression,536,14,0.02062782167621854,0.021462103517134835,0.02231235287277341,0.022916814917485047,0.024175135060769275,0.02483122564681516,True,546,10
eol_o536_lead10_h14,eol_crossing,capacity_roll_median_7,capacity_roll_median_7,RandomForestRegressor,536,14,0.010707533978664894,0.011635613384531004,0.011650640688317863,0.013251688997383937,0.014553117438000964,0.014445429535926377,True,546,10
