experiment_name,model_family,primary_target,model_name,capacity_mae,capacity_rmse,capacity_smape,soh_mae,soh_rmse,soh_smape,n,train_end_cycle
pre_eol_70_split,baseline,capacity_ah,MovingAverage,0.02836596884079675,0.040093237686630596,2.9701395987275303,0.024960768708342542,0.03528023450499141,2.970139598727534,163,381
pre_eol_70_split,baseline,capacity_ah,Persistence,0.028658777574000798,0.04045487362248678,2.9998837331873283,0.02521842714075176,0.03559845776054784,2.9998837331873274,163,381
pre_eol_70_split,baseline,capacity_ah,LinearTrend,0.05052810364652116,0.06545415200575536,5.183007501069424,0.0444624442574318,0.05759669124597625,5.183007501069424,163,381
