연번,사고번호,접수지사,접수일자,접수요일,처리지사,사고일자,신고자 소속,주소,사고가스
1426,N-2021-1437,본사,2021-07-19,월요일,전남서부지사,2021-07-19,소방서,전남 목포시 옥암동,가스없음
1427,N-2021-1436,본사,2021-07-19,월요일,전남동부지사,2021-07-19,소방서,전남 순천시 서면 학구리,가스없음
1428,N-2021-1435,본사,2021-07-19,월요일,충남본부,2021-07-19,소방서,충남 천안시 동남구 안서동,가스없음
1429,N-2021-1434,본사,2021-07-19,월요일,대구광역본부,2021-07-19,지역주민,대구 동구 신암동,가스없음
1430,N-2021-1433,본사,2021-07-19,월요일,전북본부,2021-07-19,사용자,전북 군산시 조촌동,부탄
1431,N-2021-1432,본사,2021-07-19,월요일,대구광역본부,2021-07-19,사용자,경북 구미시 산동면 봉산리,프로판
1432,N-2021-1431,본사,2021-07-19,월요일,제주본부,2021-07-19,소방서,제주 제주시 한림읍 한림리,부탄
1433,N-2021-1430,본사,2021-07-19,월요일,경기동부지사,2021-07-19,사용자,경기 하남시 감이동,LNG
1434,N-2021-1429,본사,2021-07-19,월요일,서울서부지사,2021-07-15,경찰서,서울 종로구 권농동,LNG
1435,N-2021-1428,본사,2021-07-19,월요일,충북본부,2021-07-19,사용자,충북 청주시 상당구 율량동,LNG
1436,N-2021-1427,본사,2021-07-19,월요일,대전광역본부,2021-07-19,사용자,충남 연기군 조치원읍 서창리 고려대학교세종캠퍼스,LNG
1437,N-2021-1426,본사,2021-07-19,월요일,경기동부지사,2021-07-19,소방서,경기 양평군 개군면 하자포리,가스없음
1438,N-2021-1446,본사,2021-07-20,화요일,부산광역본부,2021-07-20,사용자,부산 부산진구 전포동,LNG
1439,N-2021-1445,본사,2021-07-20,화요일,강원광역본부,2021-07-20,소방서,강원 춘천시 후평동,LNG
1440,N-2021-1444,본사,2021-07-20,화요일,부산광역본부,2021-07-20,사용자,부산 부산진구 개금동,LNG
1441,N-2021-1443,본사,2021-07-20,화요일,광주광역본부,2021-07-20,사용자,광주 서구 양동,프로판
1442,N-2021-1442,대전광역본부,2021-07-20,화요일,대전광역본부,2021-07-20,행정관청,세종  한솔동,LNG
1443,N-2021-1441,강원광역본부,2021-07-20,화요일,강원광역본부,2021-07-20,사용자,강원 춘천시 사농동,LNG
1444,N-2021-1440,본사,2021-07-20,화요일,전북본부,2021-07-20,사용자,전북 전주시 덕진구 송천동1가,LNG
1445,N-2021-1439,본사,2021-07-20,화요일,경기중부지사,2021-07-20,소방서,경기 김포시 월곶면 개곡리,프로판
1446,N-2021-1451,전남서부지사,2021-07-21,수요일,전남서부지사,2021-07-21,사용자,전남 강진군 마량면 마량리,프로판
1447,N-2021-1450,본사,2021-07-21,수요일,경기동부지사,2021-07-21,소방서,경기 광주시 오포읍 능평리,프로판
1448,N-2021-1449,본사,2021-07-21,수요일,전북본부,2021-07-21,소방서,전북 고창군 신림면,프로판
1449,N-2021-1448,본사,2021-07-21,수요일,서울동부지사,2021-07-21,사용자,서울 강북구 수유동,LNG
1450,N-2021-1447,본사,2021-07-21,수요일,광주광역본부,2021-07-21,소방서,광주 광산구 진곡동,산소
1451,N-2021-1454,본사,2021-07-22,목요일,서울광역본부,2021-07-22,경찰서,서울 강남구 일원동,기타
1452,N-2021-1453,본사,2021-07-22,목요일,경기광역본부,2021-07-22,사용자,경기 수원시 팔달구 매산로3가,프로판
1453,N-2021-1452,본사,2021-07-22,목요일,전남동부지사,2021-07-22,소방서,전남 여수시 소호동,가스없음
1454,N-2021-1466,본사,2021-07-23,금요일,서울광역본부,2021-07-23,사용자,서울 송파구 잠실동,LNG
1455,N-2021-1465,본사,2021-07-23,금요일,경기동부지사,2021-07-23,소방서,경기 하남시 풍산동,프로판
1456,N-2021-1464,본사,2021-07-23,금요일,서울광역본부,2021-07-23,경찰서,서울 강남구 압구정동,LNG
1457,N-2021-1463,본사,2021-07-23,금요일,충남본부,2021-07-23,소방서,충남 천안시 서북구 두정동,가스없음
1458,N-2021-1462,본사,2021-07-23,금요일,충남본부,2021-07-23,소방서,충남 서산시 예천동,LNG
1459,N-2021-1461,전남서부지사,2021-07-23,금요일,전남서부지사,2021-07-23,사용자,전남 완도군 완도읍 군내리,프로판
1460,N-2021-1460,본사,2021-07-23,금요일,강원영동지사,2021-07-23,경찰서,강원 강릉시 주문진읍 교항리,가스없음
1461,N-2021-1459,본사,2021-07-23,금요일,인천본부,2021-07-23,사용자,인천 동구 송림동,LNG
1462,N-2021-1458,본사,2021-07-23,금요일,충북본부,2021-07-23,지역주민,충북 괴산군 괴산읍 서부리,가스없음
1463,N-2021-1457,본사,2021-07-23,금요일,울산본부,2021-07-23,사용자,울산 울주군 온산읍 처용리,탄산가스
1464,N-2021-1456,본사,2021-07-23,금요일,경남본부,2021-07-23,사용자,경남 김해시 율하동,LNG
1465,N-2021-1455,본사,2021-07-23,금요일,전남서부지사,2021-07-23,소방서,전남 진도군 진도읍 동외리,프로판
1466,N-2021-1471,본사,2021-07-24,토요일,전남서부지사,2021-07-24,사용자,전남 무안군 삼향읍 남악리,LNG
1467,N-2021-1470,본사,2021-07-24,토요일,전북본부,2021-07-24,사용자,전북 전주시 덕진구 만성동,LNG
1468,N-2021-1469,본사,2021-07-24,토요일,충남본부,2021-07-24,소방서,충남 태안군 태안읍 동문리,프로판
1469,N-2021-1468,본사,2021-07-24,토요일,경기서부지사,2021-07-24,소방서,경기 안산시 상록구 팔곡이동,프로판
1470,N-2021-1467,본사,2021-07-24,토요일,전남서부지사,2021-07-24,소방서,전남 목포시 산정동,프로판
1471,N-2021-1475,본사,2021-07-25,일요일,부산광역본부,2021-07-25,경찰서,부산 사하구 장림동,LNG
1472,N-2021-1474,본사,2021-07-25,일요일,충북북부지사,2021-07-25,소방서,충북 단양군 어상천면 석교리,프로판
1473,N-2021-1473,본사,2021-07-25,일요일,충북본부,2021-07-25,소방서,충북 진천군 이월면 사곡리,질소
1474,N-2021-1472,본사,2021-07-25,일요일,전남동부지사,2021-07-25,소방서,전남 광양시 광양읍 덕례리,산소
1475,N-2021-1482,본사,2021-07-26,월요일,충남본부,2021-07-26,사용자,충남 홍성군 갈산면 상촌리,LNG
1476,N-2021-1481,본사,2021-07-26,월요일,경북북부지사,2021-07-26,행정관청,경북 청송군 부동면 상평리,가스없음
1477,N-2021-1480,본사,2021-07-26,월요일,대구광역본부,2021-07-26,사용자,대구 북구 관음동,가스없음
1478,N-2021-1479,본사,2021-07-26,월요일,강원광역본부,2021-07-26,지역주민,강원 원주시 소초면 학곡리,가스없음
1479,N-2021-1478,본사,2021-07-26,월요일,경기동부지사,2021-07-26,사용자,경기 용인시 기흥구 지곡동,가스없음
1480,N-2021-1477,본사,2021-07-26,월요일,부산광역본부,2021-07-26,행정관청,부산 사상구 감전동,프로판
1481,N-2021-1476,본사,2021-07-26,월요일,전북본부,2021-07-26,소방서,전북 군산시 해망동,프로판
1482,N-2021-1490,본사,2021-07-27,화요일,강원영동지사,2021-07-27,소방서,강원 동해시 발한동,가스없음
1483,N-2021-1489,충북북부지사,2021-07-27,화요일,충북북부지사,2021-07-27,행정관청,충북 충주시 산척면 송강리,가스없음
1484,N-2021-1488,광주광역본부,2021-07-27,화요일,광주광역본부,2021-07-27,사용자,전남 곡성군 곡성읍 읍내리,프로판
1485,N-2021-1487,본사,2021-07-27,화요일,대구광역본부,2021-07-27,사용자,경북 칠곡군 지천면 금호리,가스없음
1486,N-2021-1486,본사,2021-07-27,화요일,부산북부지사,2021-07-27,사용자,부산 연제구 거제동,프로판
1487,N-2021-1485,본사,2021-07-27,화요일,부산북부지사,2021-07-27,사용자,부산 연제구 거제동,프로판
1488,N-2021-1484,본사,2021-07-27,화요일,경기광역본부,2021-07-26,소방서,경기 평택시 진위면 마산리,프로판
1489,N-2021-1483,본사,2021-07-27,화요일,대전광역본부,2021-07-27,소방서,대전 중구 선화동,가스없음
1490,N-2021-1497,본사,2021-07-28,수요일,경기동부지사,2021-07-28,행인,경기 성남시 분당구 정자동,가스없음
1491,N-2021-1496,본사,2021-07-28,수요일,경기서부지사,2021-07-28,사용자,경기 시흥시 미산동,가스없음
1492,N-2021-1495,본사,2021-07-28,수요일,경북동부지사,2021-07-28,사용자,경북 포항시 북구 장성동,가스없음
1493,N-2021-1494,강원영동지사,2021-07-28,수요일,강원영동지사,2021-07-28,소방서,강원 강릉시 금학동,프로판
1494,N-2021-1493,본사,2021-07-28,수요일,대구광역본부,2021-07-28,소방서,대구 북구 구암동,LNG
1495,N-2021-1492,본사,2021-07-28,수요일,서울남부지사,2021-07-28,사용자,서울 동작구 노량진동,가스없음
1496,N-2021-1491,본사,2021-07-28,수요일,전북본부,2021-07-28,사용자,전북 김제시 하동,프로판
1497,N-2021-1503,본사,2021-07-29,목요일,제주본부,2021-07-29,소방서,제주 제주시 이도2동,프로판
1498,N-2021-1502,본사,2021-07-29,목요일,경남서부지사,2021-07-29,행정관청,경남 남해군 상주면 상주리,가스없음
1499,N-2021-1501,본사,2021-07-29,목요일,부산광역본부,2021-07-29,소방서,부산 서구 서대신동2가,LNG
1500,N-2021-1500,본사,2021-07-29,목요일,광주광역본부,2021-07-29,사용자,광주 서구 화정동,프로판
1501,N-2021-1499,부산광역본부,2021-07-29,목요일,부산광역본부,2021-07-29,소방서,부산 부산진구 양정동,프로판
1502,N-2021-1498,본사,2021-07-29,목요일,광주광역본부,2021-07-29,경찰서,광주 광산구 월계동,LNG
1503,N-2021-1505,본사,2021-07-30,금요일,강원영동지사,2021-07-30,소방서,강원 강릉시 두산동,기타
1504,N-2021-1504,전남서부지사,2021-07-30,금요일,전남서부지사,2021-07-17,공급자,전남 영암군 삼호읍 난전리,산소
1505,N-2021-1513,본사,2021-07-31,토요일,인천본부,2021-07-31,지역주민,인천 남동구 고잔동,가스없음
1506,N-2021-1512,본사,2021-07-31,토요일,제주본부,2021-07-31,행정관청,제주 제주시 일도2동,가스없음
1507,N-2021-1511,본사,2021-07-31,토요일,강원영동지사,2021-07-31,소방서,강원 강릉시 포남동,기타
1508,N-2021-1510,본사,2021-07-31,토요일,인천본부,2021-07-31,소방서,인천 남동구 운연동,가스없음
1509,N-2021-1509,본사,2021-07-31,토요일,서울서부지사,2021-07-31,사용자,서울 용산구 서계동,LNG
1510,N-2021-1508,본사,2021-07-31,토요일,경기중부지사,2021-07-31,사용자,경기 고양시 일산서구 주엽동,LNG
1511,N-2021-1507,본사,2021-07-31,토요일,강원광역본부,2021-07-31,소방서,강원 춘천시 신북읍 발산리,가스없음
1512,N-2021-1506,본사,2021-07-31,토요일,충남본부,2021-07-31,소방서,충남 천안시 동남구 다가동,가스없음
1513,N-2021-1514,본사,2021-08-01,일요일,서울서부지사,2021-08-01,사용자,서울 종로구 숭인동,LNG
1514,N-2021-1522,본사,2021-08-02,월요일,경기중부지사,2021-08-02,소방서,경기 김포시 통진읍 서암리,LNG
1515,N-2021-1521,본사,2021-08-02,월요일,충남본부,2021-08-02,소방서,충남 천안시 서북구 불당동,가스없음
1516,N-2021-1520,전남동부지사,2021-08-02,월요일,전남동부지사,2021-08-02,기타,전남 여수시 둔덕동,가스없음
1517,N-2021-1519,본사,2021-08-02,월요일,제주본부,2021-08-02,사용자,제주 제주시 조천읍 신촌리,프로판
1518,N-2021-1518,본사,2021-08-02,월요일,경기광역본부,2021-08-02,소방서,경기 수원시 영통구 이의동,가스없음
1519,N-2021-1517,본사,2021-08-02,월요일,부산광역본부,2021-08-02,소방서,부산 강서구 송정동,프로판
1520,N-2021-1516,본사,2021-08-02,월요일,광주광역본부,2021-08-02,경찰서,광주 북구 양산동,가스없음
1521,N-2021-1515,본사,2021-08-02,월요일,서울동부지사,2021-08-02,소방서,서울 성북구 종암동,가스없음
1522,N-2021-1526,본사,2021-08-03,화요일,부산광역본부,2021-08-03,사용자,부산 부산진구 초읍동,부탄
1523,N-2021-1525,본사,2021-08-03,화요일,서울광역본부,2021-08-03,소방서,서울 강남구 신사동,가스없음
1524,N-2021-1524,본사,2021-08-03,화요일,서울남부지사,2021-08-03,행정관청,서울 금천구 가산동,가스없음
1525,N-2021-1523,본사,2021-08-03,화요일,경남본부,2021-08-03,사용자,경남 창원시 의창구 대원동,LNG
1526,N-2021-1533,본사,2021-08-04,수요일,강원영동지사,2021-08-04,사용자,강원 강릉시 구정면 여찬리,프로판
1527,N-2021-1532,본사,2021-08-04,수요일,광주광역본부,2021-08-04,행인,전남 장성군 황룡면 월평리,프로판
1528,N-2021-1531,본사,2021-08-04,수요일,부산북부지사,2021-08-04,사용자,부산 기장군 일광면 삼성리,가스없음
1529,N-2021-1530,본사,2021-08-04,수요일,서울광역본부,2021-08-04,지역주민,서울 강남구 압구정동,LNG
1530,N-2021-1529,본사,2021-08-04,수요일,경기동부지사,2021-08-04,소방서,경기 양평군 양평읍 신애리,프로판
1531,N-2021-1528,본사,2021-08-04,수요일,서울서부지사,2021-08-04,지역주민,서울 마포구 상암동,LNG
1532,N-2021-1527,본사,2021-08-04,수요일,인천본부,2021-08-04,사용자,인천 남구 주안4동,LNG
1533,N-2021-1540,본사,2021-08-05,목요일,경기광역본부,2021-08-05,지역주민,경기 안성시 삼죽면 진촌리,프로판+부탄
1534,N-2021-1539,본사,2021-08-05,목요일,부산광역본부,2021-08-05,경찰서,부산 사상구 모라동,아세틸렌
1535,N-2021-1538,본사,2021-08-05,목요일,대전광역본부,2021-08-05,사용자,충남 공주시 정안면 인풍리,가스없음
1536,N-2021-1537,본사,2021-08-05,목요일,제주본부,2021-08-05,소방서,제주 제주시 노형동,프로판
1537,N-2021-1536,본사,2021-08-05,목요일,경기광역본부,2021-08-05,소방서,경기 화성시 반송동,LNG
1538,N-2021-1535,충북본부,2021-08-05,목요일,충북본부,2021-08-05,행인,충북 청주시 흥덕구 오송읍 만수리,가스없음
1539,N-2021-1534,본사,2021-08-05,목요일,충북본부,2021-08-05,사용자,충북 청주시 상당구 영운동,프로판
1540,N-2021-1544,본사,2021-08-06,금요일,부산북부지사,2021-08-06,소방서,부산 기장군 기장읍 연화리,기타
1541,N-2021-1543,대구광역본부,2021-08-06,금요일,대구광역본부,2021-08-06,사용자,대구 수성구 신매동,LNG
1542,N-2021-1542,본사,2021-08-06,금요일,광주광역본부,2021-08-06,사용자,전남 장성군 황룡면 황룡리,프로판
1543,N-2021-1541,본사,2021-08-06,금요일,경남서부지사,2021-08-06,사용자,경남 거창군 북상면 갈계리,프로판
1544,N-2021-1550,본사,2021-08-07,토요일,부산광역본부,2021-08-07,사용자,부산 수영구 남천동,LNG
1545,N-2021-1549,본사,2021-08-07,토요일,전남서부지사,2021-08-07,사용자,전남 목포시 용해동,LNG
1546,N-2021-1548,본사,2021-08-07,토요일,경기동부지사,2021-08-07,소방서,경기 여주군 산북면 용담리,프로판
1547,N-2021-1547,본사,2021-08-07,토요일,충북북부지사,2021-08-07,소방서,충북 단양군 매포읍 평동리,가스없음
1548,N-2021-1546,본사,2021-08-07,토요일,제주본부,2021-08-07,지역주민,제주 제주시 이도이동,프로판
1549,N-2021-1545,본사,2021-08-07,토요일,서울남부지사,2021-08-07,지역주민,서울 강서구 화곡동,LNG
1550,N-2021-1552,본사,2021-08-08,일요일,경남본부,2021-08-08,사용자,경남 양산시 덕계동,LNG
1551,N-2021-1551,본사,2021-08-08,일요일,경남본부,2021-08-08,소방서,경남 밀양시 삼랑진읍 미전리,가스없음
1552,N-2021-1560,본사,2021-08-09,월요일,부산북부지사,2021-08-09,지역주민,부산 해운대구 반여동,가스없음
1553,N-2021-1559,본사,2021-08-09,월요일,부산광역본부,2021-08-09,기타,부산 사상구 삼락동,기타
1554,N-2021-1558,본사,2021-08-09,월요일,충북본부,2021-08-09,지역주민,충북 청주시 흥덕구 가경동,가스없음
1555,N-2021-1557,본사,2021-08-09,월요일,대전광역본부,2021-08-09,경찰서,충남 논산시 연무읍 동산리,프로판
1556,N-2021-1556,본사,2021-08-09,월요일,충북본부,2021-08-09,기타,충북 진천군 광혜원면 광혜원리,기타
1557,N-2021-1555,본사,2021-08-09,월요일,경기광역본부,2021-08-07,사용자,경기 안성시 대덕면 내리,부탄
